"Título de trazado: JTU_01_PP_11"
"N.º";"Fecha Tiempo, GMT-07:00";"Lluvia, mm (LGR S/N: 10390583, SEN S/N: 10390583)";"Final de archivo (LGR S/N: 10390583)"
219;14/07/14 11:21:16;21,8;
220;14/07/14 11:31:12;21,9;
221;14/07/14 11:40:42;22,0;
222;14/07/14 11:43:46;22,1;
223;14/07/14 11:51:36;22,2;
224;15/07/14 02:32:19;22,3;
225;15/07/14 03:15:35;22,4;
226;15/07/14 03:48:53;22,5;
227;15/07/14 05:02:51;22,6;
228;15/07/14 05:45:28;22,7;
229;15/07/14 06:43:22;22,8;
230;15/07/14 07:08:09;22,9;
231;15/07/14 08:21:42;23,0;
232;15/07/14 08:39:35;23,1;
233;15/07/14 08:49:40;23,2;
234;15/07/14 09:11:19;23,3;
235;15/07/14 09:52:21;23,4;
236;16/07/14 16:08:22;23,5;
237;20/07/14 05:33:13;23,6;
238;20/07/14 11:12:47;23,7;
239;20/07/14 12:18:25;23,8;
240;20/07/14 13:31:45;23,9;
241;20/07/14 13:36:48;24,0;
242;20/07/14 13:39:11;24,1;
243;20/07/14 15:15:41;24,2;
244;20/07/14 16:50:20;24,3;
245;20/07/14 18:23:21;24,4;
246;20/07/14 18:44:46;24,5;
247;20/07/14 20:03:58;24,6;
248;20/07/14 21:33:52;24,7;
249;21/07/14 01:26:40;24,8;
250;21/07/14 21:47:48;24,9;
251;21/07/14 22:06:31;25,0;
252;21/07/14 22:30:49;25,1;
253;21/07/14 23:10:20;25,2;
254;21/07/14 23:25:48;25,3;
255;22/07/14 00:33:18;25,4;
256;22/07/14 00:54:49;25,5;
257;22/07/14 01:39:59;25,6;
258;22/07/14 02:29:22;25,7;
259;22/07/14 02:50:05;25,8;
260;22/07/14 08:25:58;25,9;
261;27/07/14 05:37:15;26,0;
262;27/07/14 05:44:37;26,1;
263;27/07/14 06:05:03;26,2;
264;27/07/14 08:00:10;26,3;
265;27/07/14 21:39:02;26,4;
266;27/07/14 22:10:35;26,5;
267;28/07/14 10:08:33;26,6;
268;30/07/14 14:57:00;26,7;
269;30/07/14 14:59:21;26,8;
270;30/07/14 15:04:02;26,9;
271;30/07/14 21:08:41;27,0;
272;31/07/14 06:15:42;27,1;
273;31/07/14 17:18:19;27,2;
274;31/07/14 17:22:37;27,3;
275;31/07/14 17:22:38;27,4;
276;31/07/14 17:22:39;27,5;
277;31/07/14 17:23:16;27,6;
278;01/08/14 14:43:18;27,7;
279;03/08/14 02:38:40;27,8;
280;03/08/14 14:24:34;27,9;
281;05/08/14 03:22:07;28,0;
282;05/08/14 09:54:15;28,1;
283;05/08/14 09:56:17;28,2;
284;05/08/14 09:58:15;28,3;
285;05/08/14 10:00:48;28,4;
286;05/08/14 10:03:29;28,5;
287;05/08/14 10:09:01;28,6;
288;05/08/14 10:12:22;28,7;
289;05/08/14 10:13:49;28,8;
290;05/08/14 10:17:00;28,9;
291;05/08/14 10:22:06;29,0;
292;05/08/14 10:27:43;29,1;
293;05/08/14 10:29:49;29,2;
294;05/08/14 10:34:52;29,3;
295;05/08/14 10:45:16;29,4;
296;05/08/14 10:57:07;29,5;
297;05/08/14 10:59:51;29,6;
298;05/08/14 11:02:50;29,7;
299;05/08/14 11:07:11;29,8;
300;05/08/14 12:03:45;29,9;
301;05/08/14 12:06:42;30,0;
302;05/08/14 12:08:20;30,1;
303;05/08/14 12:09:45;30,2;
304;05/08/14 12:11:23;30,3;
305;05/08/14 12:12:36;30,4;
306;05/08/14 12:14:04;30,5;
307;05/08/14 12:15:16;30,6;
308;05/08/14 12:16:25;30,7;
309;05/08/14 12:17:21;30,8;
310;05/08/14 12:19:22;30,9;
311;05/08/14 12:21:16;31,0;
312;05/08/14 12:24:33;31,1;
313;05/08/14 12:26:20;31,2;
314;05/08/14 12:27:54;31,3;
315;05/08/14 12:28:57;31,4;
316;05/08/14 12:30:20;31,5;
317;05/08/14 12:32:24;31,6;
318;05/08/14 12:35:35;31,7;
319;05/08/14 12:37:31;31,8;
320;05/08/14 12:39:44;31,9;
321;05/08/14 12:43:01;32,0;
322;05/08/14 12:45:45;32,1;
323;05/08/14 12:48:09;32,2;
324;05/08/14 12:50:05;32,3;
325;05/08/14 12:57:32;32,4;
326;05/08/14 13:03:16;32,5;
327;05/08/14 13:04:50;32,6;
328;05/08/14 13:07:04;32,7;
329;05/08/14 13:10:09;32,8;
330;05/08/14 13:15:37;32,9;
331;05/08/14 13:18:40;33,0;
332;05/08/14 13:20:42;33,1;
333;05/08/14 13:22:03;33,2;
334;05/08/14 13:23:26;33,3;
335;05/08/14 13:25:22;33,4;
336;05/08/14 13:30:36;33,5;
337;05/08/14 13:32:58;33,6;
338;05/08/14 13:35:48;33,7;
339;05/08/14 13:37:35;33,8;
340;05/08/14 13:40:10;33,9;
341;05/08/14 13:41:38;34,0;
342;05/08/14 13:43:49;34,1;
343;05/08/14 13:46:05;34,2;
344;05/08/14 13:48:23;34,3;
345;05/08/14 13:53:06;34,4;
346;05/08/14 14:06:22;34,5;
347;05/08/14 14:11:35;34,6;
348;05/08/14 14:47:10;34,7;
349;05/08/14 14:59:54;34,8;
350;05/08/14 15:21:29;34,9;
351;05/08/14 16:10:47;35,0;
352;05/08/14 17:22:52;35,1;
353;05/08/14 17:28:16;35,2;
354;05/08/14 17:31:54;35,3;
355;05/08/14 17:36:36;35,4;
356;05/08/14 17:42:16;35,5;
357;05/08/14 17:53:38;35,6;
358;05/08/14 17:59:50;35,7;
359;05/08/14 18:12:23;35,8;
360;05/08/14 18:18:41;35,9;
361;05/08/14 18:21:55;36,0;
362;05/08/14 18:25:30;36,1;
363;05/08/14 18:28:58;36,2;
364;05/08/14 18:33:43;36,3;
365;05/08/14 18:38:10;36,4;
366;05/08/14 18:42:19;36,5;
367;05/08/14 18:47:47;36,6;
368;05/08/14 21:56:55;36,7;
369;05/08/14 23:58:19;36,8;
370;06/08/14 02:00:26;36,9;
371;06/08/14 04:15:50;37,0;
372;06/08/14 05:01:08;37,1;
373;06/08/14 05:30:07;37,2;
374;06/08/14 05:46:40;37,3;
375;06/08/14 05:50:53;37,4;
376;06/08/14 05:58:29;37,5;
377;06/08/14 06:28:16;37,6;
378;06/08/14 06:47:00;37,7;
379;06/08/14 07:23:56;37,8;
380;06/08/14 07:56:51;37,9;
381;06/08/14 08:14:42;38,0;
382;06/08/14 08:17:34;38,1;
383;06/08/14 08:20:15;38,2;
384;06/08/14 08:32:12;38,3;
385;06/08/14 09:17:55;38,4;
386;06/08/14 09:56:53;38,5;
387;06/08/14 10:01:07;38,6;
388;06/08/14 10:04:50;38,7;
389;06/08/14 10:14:33;38,8;
390;06/08/14 10:36:53;38,9;
391;06/08/14 10:52:02;39,0;
392;06/08/14 11:37:25;39,1;
393;06/08/14 11:48:40;39,2;
394;06/08/14 12:15:58;39,3;
395;06/08/14 12:23:09;39,4;
396;06/08/14 12:29:24;39,5;
397;06/08/14 12:33:18;39,6;
398;06/08/14 12:35:59;39,7;
399;06/08/14 12:44:50;39,8;
400;06/08/14 13:23:15;39,9;
401;06/08/14 15:53:03;40,0;
402;08/08/14 00:16:10;40,1;
403;08/08/14 00:35:42;40,2;
404;08/08/14 01:24:03;40,3;
405;08/08/14 18:58:00;40,4;
406;08/08/14 22:16:19;40,5;
407;08/08/14 22:24:41;40,6;
408;08/08/14 22:35:30;40,7;
409;08/08/14 22:57:30;40,8;
410;09/08/14 04:47:24;40,9;
411;09/08/14 05:42:48;41,0;
412;09/08/14 05:54:41;41,1;
413;09/08/14 06:48:02;41,2;
414;09/08/14 11:13:02;41,3;
415;09/08/14 11:24:36;41,4;
416;09/08/14 11:48:48;41,5;
417;09/08/14 13:16:05;41,6;
418;11/08/14 09:29:47;41,6;Registrado
